"date","bw_alltweets","bw_noRTMT"
2018-02-02,"12965","5046"
2018-02-03,"11986","4728"
2018-02-04,"12562","5286"
2018-02-05,"15933","5343"
2018-02-06,"18413","6032"
2018-02-07,"29983","6365"
2018-02-08,"21308","7507"
2018-02-09,"11783","4920"
2018-02-10,"10511","5022"
2018-02-11,"11364","5121"
2018-02-12,"9825","4940"
2018-02-13,"9660","4763"
2018-02-14,"16114","7377"
2018-02-15,"17070","7430"
2018-02-16,"12071","5617"
2018-02-17,"17065","5398"
2018-02-18,"22879","5314"
2018-02-19,"16572","5974"
2018-02-20,"17005","7646"
2018-02-21,"25382","7818"
2018-02-22,"20802","7590"
2018-02-23,"20956","5849"
2018-02-24,"12207","4544"
2018-02-25,"10869","5186"
2018-02-26,"11547","5247"
2018-02-27,"11501","5500"
2018-02-28,"10928","5514"
2018-03-01,"32842","5842"
2018-03-02,"24575","5070"
2018-03-03,"12828","4465"
2018-03-04,"10087","4994"
2018-03-05,"13215","5555"
2018-03-06,"22122","4961"
2018-03-07,"42885","5440"
2018-03-08,"15816","5201"
2018-03-09,"11184","4032"
2018-03-10,"12169","3901"
2018-03-11,"13509","4642"
2018-03-12,"11381","5119"
2018-03-13,"12410","5245"
2018-03-14,"13637","5700"
2018-03-15,"10973","5250"
2018-03-16,"10525","4469"
2018-03-17,"11574","4585"
2018-03-18,"13750","5826"
2018-03-19,"17719","6336"
2018-03-20,"23321","8091"
2018-03-21,"13851","5748"
2018-03-22,"14236","5101"
2018-03-23,"20858","4882"
2018-03-24,"21060","4919"
2018-03-25,"16779","6071"
2018-03-26,"46809","7132"
2018-03-27,"31846","6058"
2018-03-28,"19405","5845"
2018-03-29,"17326","5758"
2018-03-30,"11648","5112"
2018-03-31,"9117","4249"
2018-04-01,"19467","5147"
2018-04-02,"21299","5908"
2018-04-03,"19222","6768"
2018-04-04,"16686","5660"
2018-04-05,"13060","5394"
2018-04-06,"12609","4500"
2018-04-07,"9627","4132"
2018-04-08,"9488","4517"
2018-04-09,"12613","4938"
2018-04-10,"11332","4921"
2018-04-11,"14229","4885"
2018-04-12,"11290","4782"
2018-04-13,"10219","3717"
2018-04-14,"14952","4935"
2018-04-15,"13465","5277"
2018-04-16,"9925","4462"
2018-04-17,"10569","4590"
2018-04-18,"13386","4964"
2018-04-19,"14881","5209"
2018-04-20,"13392","4162"
2018-04-21,"18042","4805"
2018-04-22,"22486","4979"
2018-04-23,"37038","7126"
2018-04-24,"42604","7405"
2018-04-25,"38550","7254"
2018-04-26,"35145","5666"
2018-04-27,"21449","4268"
2018-04-28,"17879","3874"
2018-04-29,"28864","6431"
2018-04-30,"20712","5942"
2018-05-01,"16194","6030"
2018-05-02,"14566","5175"
2018-05-03,"11830","4994"
2018-05-04,"8730","3734"
2018-05-05,"8369","3807"
2018-05-06,"10248","4739"
2018-05-07,"10627","4585"
2018-05-08,"15459","5235"
2018-05-09,"18370","6188"
2018-05-10,"25303","5789"
2018-05-11,"11761","4236"
2018-05-12,"16949","5910"
2018-05-13,"25904","6897"
2018-05-14,"17692","6240"
2018-05-15,"30488","6879"
2018-05-16,"22248","5816"
2018-05-17,"16112","7246"
2018-05-18,"13673","6158"
2018-05-19,"17183","5379"
2018-05-20,"33262","6159"
2018-05-21,"21401","6479"
2018-05-22,"16851","6294"
2018-05-23,"13055","5542"
2018-05-24,"13147","5079"
2018-05-25,"10894","3878"
2018-05-26,"12449","3748"
2018-05-27,"32832","6380"
2018-05-28,"55063","6373"
2018-05-29,"22651","5834"
2018-05-30,"29679","5567"
2018-05-31,"18258","5532"
2018-06-01,"12061","3797"
2018-06-02,"9784","3256"
2018-06-03,"10350","4476"
2018-06-04,"90270","20618"
2018-06-05,"110874","14514"
2018-06-06,"68038","11438"
2018-06-07,"270431","72378"
2018-06-08,"125737","33125"
2018-06-09,"64223","14598"
2018-06-10,"41441","13336"
2018-06-11,"33086","10253"
2018-06-12,"40309","8292"
2018-06-13,"31349","7976"
2018-06-14,"28423","6834"
2018-06-15,"28023","5330"
2018-06-16,"48005","5519"
2018-06-17,"28295","6351"
2018-06-18,"37836","8162"
2018-06-19,"31523","6654"
2018-06-20,"25441","5893"
2018-06-21,"17439","5282"
2018-06-22,"13813","4632"
2018-06-23,"10071","4192"
2018-06-24,"22180","5542"
2018-06-25,"23146","6960"
2018-06-26,"17020","5986"
2018-06-27,"12840","5120"
2018-06-28,"22011","4765"
2018-06-29,"21609","3689"
2018-06-30,"11724","3643"
2018-07-01,"13665","4333"
2018-07-02,"10758","4768"
2018-07-03,"11644","5180"
2018-07-04,"9709","3507"
2018-07-05,"7314","3137"
2018-07-06,"9121","2963"
2018-07-07,"16154","3499"
2018-07-08,"9060","3220"
2018-07-09,"7844","3585"
2018-07-10,"10031","4094"
2018-07-11,"10242","3531"
2018-07-12,"12179","3371"
2018-07-13,"8435","2825"
2018-07-14,"6049","2603"
2018-07-15,"7578","3125"
2018-07-16,"8481","3212"
2018-07-17,"10678","3434"
2018-07-18,"13264","3219"
2018-07-19,"11935","3567"
2018-07-20,"8506","2768"
2018-07-21,"10632","2720"
2018-07-22,"20330","3394"
2018-07-23,"11421","3938"
2018-07-24,"13691","4667"
2018-07-25,"20571","3677"
2018-07-26,"18923","3324"
2018-07-27,"8864","3134"
2018-07-28,"9968","3511"
2018-07-29,"8647","3508"
2018-07-30,"10114","3886"
2018-07-31,"12211","3754"
2018-08-01,"10024","3363"
2018-08-02,"13501","5180"
2018-08-03,"9621","3265"
2018-08-04,"8580","3054"
2018-08-05,"8816","3407"
2018-08-06,"9310","3172"
2018-08-07,"9884","3520"
2018-08-08,"10176","4540"
2018-08-09,"10758","3496"
2018-08-10,"18886","5880"
2018-08-11,"12229","3453"
2018-08-12,"10416","3365"
2018-08-13,"10630","3572"
2018-08-14,"9492","3807"
2018-08-15,"12187","3764"
2018-08-16,"18703","3633"
2018-08-17,"9456","2882"
2018-08-18,"11169","2817"
2018-08-19,"9821","3620"
2018-08-20,"8823","3872"
2018-08-21,"8934","3628"
2018-08-22,"13059","3859"
2018-08-23,"17299","3589"
2018-08-24,"15968","2903"
2018-08-25,"12435","3143"
2018-08-26,"15451","4690"
2018-08-27,"42099","8535"
2018-08-28,"34538","6155"
2018-08-29,"16468","4501"
2018-08-30,"11151","3848"
2018-08-31,"9720","3148"
2018-09-01,"8328","2914"
2018-09-02,"10453","3526"
2018-09-03,"15019","4955"
2018-09-04,"16208","4436"
2018-09-05,"14306","4470"
2018-09-06,"12778","4988"
2018-09-07,"15737","5450"
2018-09-08,"20386","4680"
2018-09-09,"62463","14600"
2018-09-10,"43983","10097"
2018-09-11,"19083","6072"
2018-09-12,"15536","5594"
2018-09-13,"14639","4827"
2018-09-14,"22680","3729"
2018-09-15,"10512","3380"
2018-09-16,"13001","4613"
2018-09-17,"13947","4364"
2018-09-18,"16371","4320"
2018-09-19,"11551","4228"
2018-09-20,"11993","4262"
2018-09-21,"26092","3311"
2018-09-22,"14604","3202"
2018-09-23,"13171","4214"
2018-09-24,"9446","4254"
2018-09-25,"11031","4687"
2018-09-26,"12605","4858"
2018-09-27,"11438","4210"
2018-09-28,"15352","3220"
2018-09-29,"10648","2864"
2018-09-30,"9784","3292"
2018-10-01,"9440","3405"
2018-10-02,"9314","3477"
2018-10-03,"9231","3655"
2018-10-04,"8599","3603"
2018-10-05,"6736","3061"
2018-10-06,"14957","2769"
2018-10-07,"13819","3184"
2018-10-08,"14970","3718"
2018-10-09,"20875","5392"
2018-10-10,"16812","5097"
2018-10-11,"10667","3499"
2018-10-12,"7708","2571"
2018-10-13,"7143","2501"
2018-10-14,"8052","2941"
2018-10-15,"10325","3470"
2018-10-16,"12756","3339"
2018-10-17,"14022","3310"
2018-10-18,"9684","3043"
2018-10-19,"10820","2573"
2018-10-20,"11966","2355"
2018-10-21,"11497","2828"
2018-10-22,"17724","3306"
2018-10-23,"16884","3337"
2018-10-24,"10375","3314"
2018-10-25,"8417","3249"
2018-10-26,"7227","2656"
2018-10-27,"6926","2524"
2018-10-28,"11636","2973"
2018-10-29,"10557","3180"
2018-10-30,"11369","3171"
2018-10-31,"16170","3400"
2018-11-01,"15835","3711"
2018-11-02,"9940","2814"
2018-11-03,"7323","2394"
2018-11-04,"8164","3179"
2018-11-05,"8895","3502"
2018-11-06,"8981","3085"
2018-11-07,"17140","4112"
2018-11-08,"13087","3664"
2018-11-09,"11825","2915"
2018-11-10,"17985","2844"
2018-11-11,"22874","3365"
2018-11-12,"41726","3626"
2018-11-13,"17591","3706"
2018-11-14,"13079","3505"
2018-11-15,"11528","3372"
2018-11-16,"11787","3528"
2018-11-17,"11309","3403"
2018-11-18,"13099","3943"
2018-11-19,"14204","4163"
2018-11-20,"18445","4389"
2018-11-21,"16571","2823"
2018-11-22,"10356","2570"
2018-11-23,"7549","2490"
2018-11-24,"12196","2459"
2018-11-25,"24332","2927"
2018-11-26,"10919","3282"
2018-11-27,"10963","3696"
2018-11-28,"13453","5046"
2018-11-29,"9876","4035"
2018-11-30,"9455","2801"
2018-12-01,"14083","3422"
2018-12-02,"12308","3583"
2018-12-03,"12503","3844"
2018-12-04,"10404","3374"
2018-12-05,"13183","3414"
2018-12-06,"9252","3073"
2018-12-07,"9032","2439"
2018-12-08,"11376","2469"
2018-12-09,"27828","3514"
2018-12-10,"22370","4424"
2018-12-11,"17223","4369"
2018-12-12,"14767","5110"
2018-12-13,"15766","4781"
2018-12-14,"21781","5967"
2018-12-15,"34912","5603"
2018-12-16,"18974","5241"
2018-12-17,"14600","5097"
2018-12-18,"17758","5153"
2018-12-19,"16914","4357"
2018-12-20,"11318","3522"
2018-12-21,"7911","2646"
2018-12-22,"8286","2899"
2018-12-23,"19354","2941"
2018-12-24,"26602","2307"
2018-12-25,"14965","2707"
2018-12-26,"17817","3288"
2018-12-27,"19110","3379"
2018-12-28,"19387","3180"
2018-12-29,"13361","2995"
2018-12-30,"13845","3477"
2018-12-31,"22624","3327"
2019-01-01,"19955","3333"
2019-01-02,"9721","3451"
2019-01-03,"7147","3296"
2019-01-04,"6537","2897"
2019-01-05,"7306","2870"
2019-01-06,"9666","3795"
2019-01-07,"15222","4400"
2019-01-08,"18479","3582"
2019-01-09,"16011","3390"
2019-01-10,"10689","3523"
2019-01-11,"19310","3223"
2019-01-12,"9367","2739"
2019-01-13,"8930","3356"
2019-01-14,"9145","3623"
2019-01-15,"30608","4284"
2019-01-16,"21121","3944"
2019-01-17,"12856","4064"
2019-01-18,"14926","3742"
2019-01-19,"11882","3750"
2019-01-20,"17396","4371"
2019-01-21,"11396","4022"
2019-01-22,"11846","4741"
2019-01-23,"14687","4368"
2019-01-24,"10905","3893"
2019-01-25,"11108","3319"
2019-01-26,"10107","3171"
2019-01-27,"15445","3444"
2019-01-28,"13375","3342"
2019-01-29,"19714","3785"
2019-01-30,"19845","4057"
2019-01-31,"11980","3642"
2019-02-01,"9540","3503"
2019-02-02,"10904","3186"
2019-02-03,"14374","4321"
2019-02-04,"10803","4276"
2019-02-05,"14073","4711"
2019-02-06,"27818","4085"
2019-02-07,"20805","4004"
2019-02-08,"17612","3135"
2019-02-09,"23910","3469"
2019-02-10,"29474","4773"
2019-02-11,"18734","4337"
2019-02-12,"12259","4272"
2019-02-13,"13399","3839"
2019-02-14,"14244","3632"
2019-02-15,"8502","2918"
2019-02-16,"8434","2938"
2019-02-17,"14343","3209"
2019-02-18,"15990","4567"
2019-02-19,"13776","4059"
2019-02-20,"13350","4018"
2019-02-21,"10862","3350"
2019-02-22,"17718","4248"
2019-02-23,"13436","3140"
2019-02-24,"10421","3791"
2019-02-25,"13275","5574"
2019-02-26,"14240","5668"
2019-02-27,"10499","4536"
2019-02-28,"9634","3863"
2019-03-01,"7448","2994"
2019-03-02,"12888","2898"
2019-03-03,"17290","4066"
2019-03-04,"22791","4576"
2019-03-05,"20898","4822"
2019-03-06,"13920","3927"
2019-03-07,"13254","3501"
2019-03-08,"6934","2778"
2019-03-09,"6261","2777"
2019-03-10,"12365","4517"
2019-03-11,"10565","4014"
2019-03-12,"12649","4627"
2019-03-13,"10678","4051"
2019-03-14,"8758","3864"
2019-03-15,"8728","3775"
2019-03-16,"7754","3403"
2019-03-17,"9727","3931"
2019-03-18,"26818","4880"
2019-03-19,"19843","4430"
2019-03-20,"20868","4835"
2019-03-21,"25183","5184"
2019-03-22,"16944","4527"
2019-03-23,"48357","7667"
2019-03-24,"67416","11945"
2019-03-25,"47099","7422"
2019-03-26,"24102","5253"
2019-03-27,"25296","5033"
2019-03-28,"21523","4418"
2019-03-29,"12765","3462"
2019-03-30,"10290","2893"
2019-03-31,"14318","3963"
2019-04-01,"11802","4117"
2019-04-02,"11667","4113"
2019-04-03,"13504","3911"
2019-04-04,"11828","4407"
2019-04-05,"8703","3132"
2019-04-06,"8579","2802"
2019-04-07,"10944","3875"
2019-04-08,"11446","4708"
2019-04-09,"11964","4452"
2019-04-10,"10269","3953"
2019-04-11,"9968","4447"
2019-04-12,"10324","3650"
2019-04-13,"8614","3106"
2019-04-14,"8944","3622"
2019-04-15,"11734","3619"
2019-04-16,"11789","4637"
2019-04-17,"10041","4159"
2019-04-18,"8174","3268"
2019-04-19,"7103","2733"
2019-04-20,"14416","3098"
2019-04-21,"17379","4219"
2019-04-22,"14738","4537"
2019-04-23,"13272","4844"
2019-04-24,"13379","4787"
2019-04-25,"11548","4089"
2019-04-26,"8196","3228"
2019-04-27,"9499","3085"
2019-04-28,"12270","4396"
2019-04-29,"16875","5640"
2019-04-30,"17036","5055"
2019-05-01,"12764","4297"
2019-05-02,"10349","3921"
2019-05-03,"7525","2921"
2019-05-04,"9311","2945"
2019-05-05,"12111","3827"
2019-05-06,"21885","4504"
2019-05-07,"23517","4416"
2019-05-08,"12456","4219"
2019-05-09,"9524","3658"
2019-05-10,"11125","3011"
2019-05-11,"14110","2710"
2019-05-12,"13530","3716"
2019-05-13,"17252","4037"
2019-05-14,"15576","4973"
2019-05-15,"20147","4794"
2019-05-16,"27558","4711"
2019-05-17,"22928","3555"
2019-05-18,"8213","3016"
2019-05-19,"9391","3619"
2019-05-20,"12653","4164"
2019-05-21,"14569","3768"
2019-05-22,"22116","3614"
2019-05-23,"16823","3635"
2019-05-24,"14277","3069"
2019-05-25,"16283","3002"
2019-05-26,"12952","3150"
2019-05-27,"12391","3610"
2019-05-28,"9355","3781"
2019-05-29,"9264","3903"
2019-05-30,"10812","3662"
2019-05-31,"10235","3393"
2019-06-01,"9476","3078"
2019-06-02,"15164","3269"
2019-06-03,"22102","3679"
2019-06-04,"16345","4562"
2019-06-05,"11699","4184"
2019-06-06,"19894","4241"
2019-06-07,"21224","3354"
2019-06-08,"12620","3294"
2019-06-09,"10760","3291"
2019-06-10,"13711","3621"
2019-06-11,"22564","3768"
2019-06-12,"16478","4360"
2019-06-13,"15218","3958"
2019-06-14,"8685","3408"
2019-06-15,"9149","2691"
2019-06-16,"11740","3566"
2019-06-17,"14013","3959"
2019-06-18,"9862","3853"
2019-06-19,"11058","4586"
2019-06-20,"16299","4000"
2019-06-21,"11017","2681"
2019-06-22,"7573","2898"
2019-06-23,"13235","3485"
2019-06-24,"29327","8183"
2019-06-25,"22702","6852"
2019-06-26,"15309","5241"
2019-06-27,"10607","4335"
2019-06-28,"11280","2800"
2019-06-29,"11704","3366"
2019-06-30,"8850","3857"
2019-07-01,"7100","3174"
2019-07-02,"8056","3117"
2019-07-03,"12546","2832"
2019-07-04,"10046","2506"
2019-07-05,"19832","3053"
2019-07-06,"18341","2973"
2019-07-07,"8827","3259"
2019-07-08,"8634","3835"
2019-07-09,"8355","3663"
2019-07-10,"11881","3302"
2019-07-11,"8055","3009"
2019-07-12,"8338","2831"
2019-07-13,"6580","2766"
2019-07-14,"8266","3432"
2019-07-15,"12237","6007"
2019-07-16,"9115","3909"
2019-07-17,"9379","3672"
2019-07-18,"8924","3159"
2019-07-19,"8989","2794"
2019-07-20,"14620","2621"
2019-07-21,"14517","3247"
2019-07-22,"17940","3597"
2019-07-23,"14207","3314"
2019-07-24,"11947","5980"
2019-07-25,"9375","3984"
2019-07-26,"8729","3388"
2019-07-27,"12121","3296"
2019-07-28,"15164","3870"
2019-07-29,"12907","3804"
2019-07-30,"9826","3820"
2019-07-31,"10856","4177"
2019-08-01,"11043","4529"
2019-08-02,"11053","4094"
2019-08-03,"27277","5479"
2019-08-04,"34929","5972"
2019-08-05,"16906","5105"
2019-08-06,"10318","4238"
2019-08-07,"9499","3880"
2019-08-08,"10753","4463"
2019-08-09,"124153","48070"
2019-08-10,"76669","17852"
2019-08-11,"31333","8717"
2019-08-12,"17681","6845"
2019-08-13,"14106","5176"
2019-08-14,"17685","6964"
2019-08-15,"13384","5914"
2019-08-16,"12172","5244"
2019-08-17,"11130","4266"
2019-08-18,"11898","3988"
2019-08-19,"11637","5194"
2019-08-20,"21506","5466"
2019-08-21,"15885","4384"
2019-08-22,"11820","4699"
2019-08-23,"7879","3508"
2019-08-24,"7499","3718"
2019-08-25,"9099","4289"
2019-08-26,"10828","4162"
2019-08-27,"12025","4151"
2019-08-28,"13283","4553"
2019-08-29,"11429","3931"
2019-08-30,"9683","3199"
2019-08-31,"13844","4736"
2019-09-01,"14233","4114"
2019-09-02,"18239","5093"
2019-09-03,"21720","5549"
2019-09-04,"18911","4923"
2019-09-05,"15779","4912"
2019-09-06,"12820","4492"
2019-09-07,"14132","5214"
2019-09-08,"22695","6769"
2019-09-09,"57220","16022"
2019-09-10,"61574","12935"
2019-09-11,"27655","7352"
2019-09-12,"21581","6757"
2019-09-13,"18413","4848"
2019-09-14,"12110","4163"
2019-09-15,"12077","4718"
2019-09-16,"11248","4979"
2019-09-17,"11753","4747"
2019-09-18,"19897","4804"
2019-09-19,"26335","4989"
2019-09-20,"15350","3602"
2019-09-21,"11632","3305"
2019-09-22,"9869","4401"
2019-09-23,"11661","4856"
2019-09-24,"12030","4618"
2019-09-25,"12205","4499"
2019-09-26,"13010","4498"
2019-09-27,"10022","3555"
2019-09-28,"7273","3094"
2019-09-29,"10942","4163"
2019-09-30,"13053","4550"
2019-10-01,"9282","3791"
2019-10-02,"11292","3814"
2019-10-03,"9733","3661"
2019-10-04,"11397","3003"
2019-10-05,"13527","2930"
2019-10-06,"13286","3540"
2019-10-07,"16156","3733"
2019-10-08,"13266","3798"
2019-10-09,"18469","6840"
2019-10-10,"13238","4546"
2019-10-11,"10239","3091"
2019-10-12,"9272","3208"
2019-10-13,"18815","4945"
2019-10-14,"14032","4385"
2019-10-15,"11942","4922"
2019-10-16,"14156","4687"
2019-10-17,"11256","4267"
2019-10-18,"10793","3701"
2019-10-19,"8703","3347"
2019-10-20,"9163","3759"
2019-10-21,"14015","4067"
2019-10-22,"16584","4294"
2019-10-23,"21157","3976"
2019-10-24,"10804","3289"
2019-10-25,"7534","2757"
2019-10-26,"21367","6722"
2019-10-27,"15176","5574"
2019-10-28,"13580","5628"
2019-10-29,"10536","5174"
2019-10-30,"8736","3905"
2019-10-31,"7267","3323"
2019-11-01,"8787","3012"
2019-11-02,"6964","3003"
2019-11-03,"8016","3527"
2019-11-04,"10863","4120"
2019-11-05,"10546","4139"
2019-11-06,"10653","4233"
2019-11-07,"11415","3885"
2019-11-08,"21221","3399"
2019-11-09,"13323","3700"
2019-11-10,"13767","4420"
2019-11-11,"12789","4477"
2019-11-12,"12574","4415"
2019-11-13,"11791","4921"
2019-11-14,"11586","4781"
2019-11-15,"20555","4244"
2019-11-16,"10267","3767"
2019-11-17,"10517","4224"
2019-11-18,"14519","4802"
2019-11-19,"14422","4956"
2019-11-20,"9072","4104"
2019-11-21,"12549","5131"
2019-11-22,"11442","4100"
2019-11-23,"15629","3864"
2019-11-24,"16937","4179"
2019-11-25,"28299","4109"
2019-11-26,"19681","4149"
2019-11-27,"8241","3078"
2019-11-28,"13251","3281"
2019-11-29,"11220","3299"
2019-11-30,"10103","3165"
2019-12-01,"9959","3518"
2019-12-02,"16500","4207"
2019-12-03,"11449","4321"
2019-12-04,"9948","4425"
2019-12-05,"9286","4213"
2019-12-06,"8100","3205"
2019-12-07,"12317","3464"
2019-12-08,"19107","4004"
2019-12-09,"12150","4028"
2019-12-10,"9775","3791"
2019-12-11,"9920","4428"
2019-12-12,"12514","5440"
2019-12-13,"7386","3195"
2019-12-14,"6917","2903"
2019-12-15,"8745","3548"
2019-12-16,"10597","3578"
2019-12-17,"7970","3436"
2019-12-18,"10796","4500"
2019-12-19,"20260","5679"
2019-12-20,"17457","4137"
2019-12-21,"38609","11930"
2019-12-22,"45642","12820"
2019-12-23,"40558","9345"
2019-12-24,"19965","4378"
2019-12-25,"18703","3925"
2019-12-26,"12411","3715"
2019-12-27,"14831","3524"
2019-12-28,"9246","3558"
2019-12-29,"10646","4073"
2019-12-30,"14221","4051"
2019-12-31,"14752","3303"
2020-01-01,"28468","3863"
2020-01-02,"16220","4241"
2020-01-03,"12965","3737"
2020-01-04,"10400","3876"
2020-01-05,"11901","4267"
2020-01-06,"16958","3854"
2020-01-07,"12106","4210"
2020-01-08,"15868","4311"
2020-01-09,"21954","4059"
2020-01-10,"10835","3265"
2020-01-11,"7983","3201"
2020-01-12,"10499","3959"
2020-01-13,"10454","4023"
2020-01-14,"12795","4303"
2020-01-15,"11885","4752"
2020-01-16,"9821","4229"
2020-01-17,"8020","3698"
2020-01-18,"6976","3243"
2020-01-19,"26791","4029"
2020-01-20,"27673","4068"
2020-01-21,"9929","4439"
2020-01-22,"15647","5738"
2020-01-23,"12991","4471"
2020-01-24,"8697","3134"
2020-01-25,"12509","2788"
2020-01-26,"10334","3440"
2020-01-27,"10682","4540"
2020-01-28,"11414","4446"
2020-01-29,"10652","4431"
2020-01-30,"13240","4678"
2020-01-31,"20831","3343"
2020-02-01,"10492","3136"
2020-02-02,"10540","3403"
2020-02-03,"7607","3255"
2020-02-04,"23963","3568"
2020-02-05,"11825","3449"
2020-02-06,"11054","3364"
2020-02-07,"8309","2918"
2020-02-08,"5604","2495"
2020-02-09,"7547","3236"
2020-02-10,"15296","3571"
2020-02-11,"10569","3841"
2020-02-12,"8615","3813"
2020-02-13,"8145","3499"
2020-02-14,"10587","4173"
2020-02-15,"13815","4136"
2020-02-16,"12065","3800"
2020-02-17,"13620","3973"
2020-02-18,"18950","6246"
2020-02-19,"46233","5225"
2020-02-20,"68527","7328"
2020-02-21,"28112","3737"
2020-02-22,"22906","4940"
2020-02-23,"14989","4344"
2020-02-24,"14730","4596"
2020-02-25,"11992","4383"
2020-02-26,"13196","3989"
2020-02-27,"21107","3364"
2020-02-28,"18228","2736"
2020-02-29,"9231","2504"
2020-03-01,"15809","3023"
2020-03-02,"16582","3248"
2020-03-03,"8113","3258"
2020-03-04,"8719","3729"
2020-03-05,"9680","3601"
2020-03-06,"8312","3108"
2020-03-07,"6146","3054"
2020-03-08,"10318","4003"
2020-03-09,"8987","3567"
2020-03-10,"7085","3601"
2020-03-11,"30008","5457"
2020-03-12,"16308","3674"
2020-03-13,"6570","2613"
2020-03-14,"10126","2650"
2020-03-15,"11847","3140"
2020-03-16,"9003","3216"
2020-03-17,"6807","3110"
2020-03-18,"9821","2947"
2020-03-19,"9533","2992"
2020-03-20,"6443","2731"
2020-03-21,"29067","3190"
2020-03-22,"21447","3591"
2020-03-23,"16193","5663"
2020-03-24,"16549","5287"
2020-03-25,"10392","3848"
2020-03-26,"8084","3264"
2020-03-27,"6890","3004"
2020-03-28,"8491","3256"
2020-03-29,"9492","4118"
2020-03-30,"12586","3550"
2020-03-31,"16908","3769"
2020-04-01,"7947","3637"
2020-04-02,"7953","3541"
2020-04-03,"13185","3470"
2020-04-04,"11372","3475"
2020-04-05,"8358","3448"
2020-04-06,"9286","3826"
2020-04-07,"7761","3773"
2020-04-08,"13373","4081"
2020-04-09,"8027","3431"
2020-04-10,"7457","3456"
2020-04-11,"8717","3246"
2020-04-12,"7990","3372"
2020-04-13,"9285","3579"
2020-04-14,"7080","3589"
2020-04-15,"8400","4299"
2020-04-16,"8029","4115"
2020-04-17,"11923","3879"
2020-04-18,"7156","3599"
2020-04-19,"7680","3781"
2020-04-20,"9938","3946"
2020-04-21,"12065","4196"
2020-04-22,"9746","4212"
2020-04-23,"10054","4713"
2020-04-24,"7310","3619"
2020-04-25,"7158","3253"
2020-04-26,"14687","4728"
2020-04-27,"32274","8794"
2020-04-28,"13608","4711"
2020-04-29,"12455","4668"
2020-04-30,"12666","4020"
2020-05-01,"11716","3697"
2020-05-02,"7833","3628"
2020-05-03,"8951","3705"
2020-05-04,"9165","4371"
2020-05-05,"14026","5222"
2020-05-06,"14957","4681"
2020-05-07,"8553","3819"
2020-05-08,"8447","3331"
2020-05-09,"11584","3112"
2020-05-10,"11767","4055"
2020-05-11,"8271","4194"
2020-05-12,"9374","4132"
2020-05-13,"19284","4545"
2020-05-14,"13807","4346"
2020-05-15,"7515","3300"
2020-05-16,"8750","3079"
2020-05-17,"7178","3496"
2020-05-18,"8525","4168"
2020-05-19,"14026","4601"
2020-05-20,"10189","4253"
2020-05-21,"17637","4669"
2020-05-22,"15554","5099"
2020-05-23,"9972","4245"
2020-05-24,"12320","4409"
2020-05-25,"42661","5234"
2020-05-26,"25757","4211"
2020-05-27,"16588","4829"
2020-05-28,"9690","4001"
2020-05-29,"8808","3341"
2020-05-30,"38074","9393"
2020-05-31,"22794","4317"
2020-06-01,"23434","4014"
2020-06-02,"36823","4619"
2020-06-03,"79819","4567"
2020-06-04,"133301","4942"
2020-06-05,"73601","4406"
2020-06-06,"47699","3653"
2020-06-07,"31164","3978"
2020-06-08,"15387","4153"
2020-06-09,"17191","3843"
2020-06-10,"10361","3558"
2020-06-11,"63799","7008"
2020-06-12,"164180","8358"
2020-06-13,"68407","7741"
2020-06-14,"108878","6764"
2020-06-15,"74596","12016"
2020-06-16,"70643","7560"
2020-06-17,"64423","8249"
2020-06-18,"59547","5522"
2020-06-19,"71722","5778"
2020-06-20,"47279","5320"
2020-06-21,"34395","4966"
2020-06-22,"70899","10472"
2020-06-23,"38881","6260"
2020-06-24,"22165","6358"
2020-06-25,"22835","6899"
2020-06-26,"10730","5068"
2020-06-27,"8647","4219"
2020-06-28,"11086","4908"
2020-06-29,"16383","4854"
2020-06-30,"27311","5842"
2020-07-01,"116339","19232"
2020-07-02,"94402","11837"
2020-07-03,"62685","6358"
2020-07-04,"32997","4924"
2020-07-05,"26899","7449"
2020-07-06,"31690","6457"
2020-07-07,"23501","6764"
2020-07-08,"17064","6937"
2020-07-09,"24970","9843"
2020-07-10,"15429","5747"
2020-07-11,"16717","4776"
2020-07-12,"29828","6763"
2020-07-13,"16896","5842"
2020-07-14,"14859","5100"
2020-07-15,"11274","4447"
2020-07-16,"49721","6773"
2020-07-17,"26329","4639"
2020-07-18,"11769","4135"
2020-07-19,"16347","6394"
2020-07-20,"22301","6109"
2020-07-21,"16730","5313"
2020-07-22,"13675","4374"
2020-07-23,"10134","4335"
2020-07-24,"10416","3909"
2020-07-25,"11141","3523"
2020-07-26,"11153","3938"
2020-07-27,"12946","4424"
2020-07-28,"12654","4907"
2020-07-29,"12778","5523"
2020-07-30,"11939","4990"
2020-07-31,"8494","3777"
2020-08-01,"7374","3471"
2020-08-02,"8583","3697"
2020-08-03,"10392","4140"
2020-08-04,"12407","4398"
2020-08-05,"21224","5439"
2020-08-06,"15314","4529"
2020-08-07,"10140","3484"
2020-08-08,"12187","3621"
2020-08-09,"13242","3705"
2020-08-10,"12891","4926"
2020-08-11,"12241","4214"
2020-08-12,"9086","4082"
2020-08-13,"15122","5070"
2020-08-14,"8998","3904"
2020-08-15,"9937","3207"
2020-08-16,"9123","3490"
2020-08-17,"8547","3741"
2020-08-18,"10627","3804"
2020-08-19,"9236","4063"
2020-08-20,"12095","4362"
